0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$42,000,000",100.0%,,Recapitalization(3):,"$40,952,695",97.5%
,,,,Upfront Reserves:,"$910,398",2.2%
,,,,Closing Costs:,"$136,907",0.3%
Total Sources:,"$42,000,000",100.0%,,Total Uses:,"$42,000,000",100.0%
