0,1,2,3,4,5
,,Note A-4,Non-Control,"$5,000,000",BMO 2026-C14
255 Greenwich,Non-Serviced,Note A-1,Control,"$65,000,000",BANK 2025-BNK51
255 Greenwich,Non-Serviced,Note A-2,Non-Control,"$10,000,000",BANK 2025-BNK51
255 Greenwich,Non-Serviced,Note A-3,Non-Control,"$10,000,000",BANK 2025-BNK51
255 Greenwich,Non-Serviced,Note A-4,Non-Control,"$5,000,000",BANK 2025-BNK51
255 Greenwich,Non-Serviced,Note A-5,Non-Control,"$27,000,000",WFCM 2026-C66
255 Greenwich,Non-Serviced,Note A-6,Non-Control,"$20,000,000",BMO 2026-C14
255 Greenwich,Non-Serviced,Note A-7,Non-Control,"$10,000,000",BMO 2026-C14
Ellenton Premium Outlets,Non-Serviced,Note A-1,Control,"$70,000,000",BANK 2025-BNK51
Ellenton Premium Outlets,Non-Serviced,Note A-2,Non-Control,"$14,000,000",BANK 2025-BNK51
Ellenton Premium Outlets,Non-Serviced,Note A-3-1,Non-Control,"$18,000,000",WFCM 2026-C66
Ellenton Premium Outlets,Non-Serviced,Note A-3-2,Non-Control,"$8,000,000",BMO 2026-C14
Ellenton Premium Outlets,Non-Serviced,Note A-4,Non-Control,"$10,000,000",BMO 2026-C14
Brandywine Regency Warehouse & Distribution Center,Non-Serviced,Note A-1,Control,"$60,000,000",BBCMS 2025-C39
Brandywine Regency Warehouse & Distribution Center,Non-Serviced,Note A-2,Non-Control,"$16,000,000",WFCM 2026-C66
Birch Run Premium Outlets,Non-Serviced,Note A-1,Control,"$36,500,000",BMO 2026-C14
Birch Run Premium Outlets,Non-Serviced,Note A-2-1,Non-Control,"$10,000,000",WFCM 2026-C66
Birch Run Premium Outlets,Non-Serviced,Note A-2-2,Non-Control,"$7,000,000",Bank of Montreal
Birch Run Premium Outlets,Non-Serviced,Note A-3,Non-Control,"$6,500,000",Bank of Montreal
Birch Run Premium Outlets,Non-Serviced,Note A-4,Non-Control,"$18,500,000",BMO 2026-C14
Birch Run Premium Outlets,Non-Serviced,Note A-5-1,Non-Control,"$5,000,000",WFCM 2026-C66
Birch Run Premium Outlets,Non-Serviced,Note A-5-2,Non-Control,"$3,000,000",Natixis Real Estate Capital LLC
Birch Run Premium Outlets,Non-Serviced,Note A-6,Non-Control,"$3,500,000",Natixis Real Estate Capital LLC
Houston Multifamily Portfolio,Non-Serviced,Note A-1,Control,"$10,000,000",BMO 2026-C14
Houston Multifamily Portfolio,Non-Serviced,Note A-2,Non-Control,"$8,000,000",BMO 2026-C14
Houston Multifamily Portfolio,Non-Serviced,Note A-3,Non-Control,"$7,000,000",BMO 2026-C14
Houston Multifamily Portfolio,Non-Serviced,Note A-4,Non-Control,"$6,000,000",WFCM 2026-C66
Houston Multifamily Portfolio,Non-Serviced,Note A-5,Non-Control,"$4,000,000",WFCM 2026-C66
Houston Multifamily Portfolio,Non-Serviced,Note A-6,Non-Control,"$1,000,000",WFCM 2026-C66
Landstown Commons,Non-Serviced,Note A-1,Control,"$55,000,000",BMO 2026-C14
Landstown Commons,Non-Serviced,Note A-2,Non-Control,"$10,000,000",WFCM 2026-C66
Landstown Commons,Non-Serviced,Note A-3,Non-Control,"$8,400,000",Benchmark 2026-B42
"Park Center Plaza I, II, III",Non-Serviced,Note A-1,Control,"$25,000,000",BMO 2026-C14
"Park Center Plaza I, II, III",Non-Serviced,Note A-2,Non-Control,"$7,000,000",WFCM 2026-C66
