0,1,2,3,4
Payment Date,,,Yield  Supplement Overcollateralization  Amount,
February 2029,,,1252279.46,
March 2029,,,1043589.33,
April 2029,,,856490.43,
May 2029,,,691058.62,
June 2029,,,547316.73,
July 2029,,,425072.93,
August 2029,,,323839.02,
September 2029,,,242986.47,
October 2029,,,181429.68,
November 2029,,,137388.87,
December 2029,,,107550.55,
January 2030,,,87191.95,
February 2030,,,71766.10,
March 2030,,,58557.82,
April 2030,,,46970.18,
May 2030,,,36967.17,
June 2030,,,28537.25,
July 2030,,,21675.46,
August 2030,,,16356.92,
September 2030,,,12308.52,
October 2030,,,8997.79,
November 2030,,,6337.18,
December 2030,,,4306.97,
January 2031,,,2830.68,
February 2031,,,1780.07,
March 2031,,,1022.86,
April 2031,,,479.90,
May 2031,,,143.83,
June 2031,,,5.57,
July 2031,,,0.24,
August 2031 (and thereafter),,,0.00,
