0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,Initial  Principal  Amount(2),Initial  Principal  Amount(2),,,Initial  Offered  Amount(3),Initial  Offered  Amount(3),,,Interest  Rate(4),Interest  Rate(4),,,Final Scheduled  Payment Date,,Expected  Final  Payment Date
Class A-1  Notes,,$,426500000,,,$,405175000,,,,·%,,,"February 23, 2026",,"September 22, 2025"
Class  A-2 Notes,,$,530000000,,,$,503500000,,,,·%,,,"August 23, 2027",,"August 21, 2026"
Class A-3 Notes,,$,634000000,,,$,602300000,,,,·%,,,"September 21, 2029",,"May 22, 2028"
Class  A-4 Notes,,$,93711000,,,$,89025000,,,,·%,,,"May 21, 2031",,"May 22, 2028"
Total,,$,1684211000,,,$,1600000000,,,,,,,,,
