0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$85,686,476.87",,May 2028,,"$13,496,360.45"
August 2025,,79826816.02,,June 2028,,12420817.62
September 2025,,76970619.31,,July 2028,,11399579.93
October 2025,,74164269.04,,August 2028,,10432373.18
November 2025,,71408339.17,,September 2028,,9518455.80
December 2025,,68702789.09,,October 2028,,8657146.08
January 2026,,66047840.71,,November 2028,,7847145.46
February 2026,,63443841.15,,December 2028,,7087117.22
March 2026,,60891108.80,,January 2029,,6376418.13
April 2026,,58390047.78,,February 2029,,5713774.65
May 2026,,55941022.91,,March 2029,,5095823.85
June 2026,,53544376.68,,April 2029,,4521605.82
July 2026,,51200507.55,,May 2029,,3990434.56
August 2026,,48909765.59,,June 2029,,3501427.36
September 2026,,46672387.43,,July 2029,,3053599.66
October 2026,,44488511.81,,August 2029,,2645444.15
November 2026,,42358380.86,,September 2029,,2275170.68
December 2026,,40282174.29,,October 2029,,1941194.58
January 2027,,38260323.42,,November 2029,,1641797.51
February 2027,,36293219.70,,December 2029,,1375091.27
March 2027,,34381231.68,,January 2030,,1139420.66
April 2027,,32524717.29,,February 2030,,932167.61
May 2027,,30724091.76,,March 2030,,749119.91
June 2027,,28979632.70,,April 2030,,588896.64
July 2027,,27291456.31,,May 2030,,450604.98
August 2027,,25659625.99,,June 2030,,333482.99
September 2027,,24084120.97,,July 2030,,236568.49
October 2027,,22564984.66,,August 2030,,158672.06
November 2027,,21102166.67,,September 2030,,98279.58
December 2027,,19695574.56,,October 2030,,53858.46
January 2028,,18345147.00,,November 2030,,24030.97
February 2028,,17050683.27,,December 2030,,6897.05
March 2028,,15811300.46,,January 2031,,2.56
April 2028,,14626500.38,,February 2031,,0.00
,,,,,,
