0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,92.02%
"December 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,99.77%,,83.69%
"January 21, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,92.03%,,75.72%
"February 21, 2027",,100.00%,,100.00%,,100.00%,,94.71%,,84.56%,,68.12%
"March 21, 2027",,100.00%,,100.00%,,97.25%,,87.59%,,77.37%,,60.88%
"April 21, 2027",,100.00%,,100.00%,,90.78%,,80.99%,,70.64%,,53.93%
"May 21, 2027",,100.00%,,98.36%,,84.48%,,74.59%,,64.14%,,47.28%
"June 21, 2027",,100.00%,,92.30%,,78.33%,,68.39%,,57.87%,,40.93%
"July 21, 2027",,100.00%,,86.36%,,72.36%,,62.38%,,51.85%,,34.88%
"August 21, 2027",,100.00%,,80.54%,,66.54%,,56.58%,,46.06%,,29.12%
"September 21, 2027",,95.88%,,74.83%,,60.89%,,50.98%,,40.52%,,23.67%
"October 21, 2027",,90.14%,,69.24%,,55.41%,,45.58%,,35.21%,,18.53%
"November 21, 2027",,84.44%,,63.76%,,50.10%,,40.39%,,30.15%,,13.69%
"December 21, 2027",,78.78%,,58.41%,,44.96%,,35.41%,,25.34%,,9.16%
"January 21, 2028",,73.16%,,53.17%,,39.99%,,30.63%,,20.77%,,4.94%
"February 21, 2028",,67.58%,,48.06%,,35.18%,,26.06%,,16.45%,,1.03%
"March 21, 2028",,63.16%,,43.89%,,31.20%,,22.21%,,12.73%,,0.00%
"April 21, 2028",,58.77%,,39.83%,,27.35%,,18.51%,,9.21%,,0.00%
"May 21, 2028",,54.41%,,35.85%,,23.64%,,14.99%,,5.89%,,0.00%
"June 21, 2028",,50.08%,,31.97%,,20.05%,,11.62%,,2.75%,,0.00%
"July 21, 2028",,45.79%,,28.18%,,16.61%,,8.42%,,0.00%,,0.00%
"August 21, 2028",,41.53%,,24.49%,,13.29%,,5.38%,,0.00%,,0.00%
"September 21, 2028",,37.31%,,20.89%,,10.12%,,2.51%,,0.00%,,0.00%
"October 21, 2028",,33.11%,,17.39%,,7.08%,,0.00%,,0.00%,,0.00%
"November 21, 2028",,28.96%,,13.98%,,4.18%,,0.00%,,0.00%,,0.00%
"December 21, 2028",,24.83%,,10.67%,,1.42%,,0.00%,,0.00%,,0.00%
"January 21, 2029",,20.75%,,7.46%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2029",,16.69%,,4.35%,,0.00%,,0.00%,,0.00%,,0.00%
"March 21, 2029",,13.84%,,2.08%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2029",,11.01%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2029",,8.20%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 21, 2029",,5.42%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 21, 2029",,2.66%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 21, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.95,,2.61,,2.38,,2.22,,2.06,,1.82
Weighted Average Life To Call (years)(1)(3),,2.94,,2.60,,2.37,,2.22,,2.05,,1.82
