0,1,2,3,4
,,,,
Pool Balance,,$,769231898.52,
Number of Receivables,,,44496,
New motor vehicles at origination(1)(2),,,0.00,%(2)
Used motor vehicles at origination(1),,,100.00,%
Average principal balance,,$,17287.66,
Weighted average contract rate,,,16.49,%
Weighted average remaining term,,,60.33 months,
Weighted average original term,,,70.12 months,
Original term greater than 72 months(1),,,16.16,%
Weighted average FICO® score(3),,,612.4,
