0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,97.77%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,89.56%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,96.62%,,81.70%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,98.62%,,89.29%,,74.17%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,91.66%,,82.24%,,66.99%
"March 21, 2026",,100.00%,,100.00%,,93.92%,,84.93%,,75.44%,,60.15%
"April 21, 2026",,100.00%,,100.00%,,87.74%,,78.65%,,69.06%,,53.62%
"May 21, 2026",,100.00%,,94.61%,,81.72%,,72.57%,,62.92%,,47.39%
"June 21, 2026",,100.00%,,88.81%,,75.86%,,66.68%,,57.00%,,41.45%
"July 21, 2026",,100.00%,,83.11%,,70.16%,,60.98%,,51.32%,,35.81%
"August 21, 2026",,97.20%,,77.53%,,64.62%,,55.48%,,45.88%,,30.47%
"September 21, 2026",,91.62%,,72.07%,,59.25%,,50.19%,,40.67%,,25.43%
"October 21, 2026",,86.09%,,66.71%,,54.04%,,45.09%,,35.70%,,20.68%
"November 21, 2026",,80.59%,,61.48%,,48.99%,,40.19%,,30.96%,,16.24%
"December 21, 2026",,75.14%,,56.36%,,44.12%,,35.49%,,26.47%,,12.10%
"January 21, 2027",,69.73%,,51.36%,,39.40%,,31.00%,,22.22%,,8.27%
"February 21, 2027",,64.37%,,46.47%,,34.86%,,26.71%,,18.21%,,4.80%
"March 21, 2027",,59.05%,,41.70%,,30.48%,,22.63%,,14.45%,,1.53%
"April 21, 2027",,55.07%,,37.99%,,26.95%,,19.22%,,11.17%,,0.00%
"May 21, 2027",,51.12%,,34.36%,,23.52%,,15.94%,,8.06%,,0.00%
"June 21, 2027",,47.20%,,30.81%,,20.22%,,12.81%,,5.11%,,0.00%
"July 21, 2027",,43.31%,,27.34%,,17.03%,,9.83%,,2.33%,,0.00%
"August 21, 2027",,39.45%,,23.96%,,13.97%,,6.98%,,0.00%,,0.00%
"September 21, 2027",,35.62%,,20.66%,,11.02%,,4.28%,,0.00%,,0.00%
"October 21, 2027",,31.82%,,17.45%,,8.19%,,1.72%,,0.00%,,0.00%
"November 21, 2027",,28.05%,,14.32%,,5.48%,,0.00%,,0.00%,,0.00%
"December 21, 2027",,24.32%,,11.28%,,2.90%,,0.00%,,0.00%,,0.00%
"January 21, 2028",,20.61%,,8.32%,,0.43%,,0.00%,,0.00%,,0.00%
"February 21, 2028",,18.12%,,6.23%,,0.00%,,0.00%,,0.00%,,0.00%
"March 21, 2028",,15.64%,,4.20%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2028",,13.18%,,2.22%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2028",,10.73%,,0.30%,,0.00%,,0.00%,,0.00%,,0.00%
"June 21, 2028",,8.31%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 21, 2028",,5.91%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 21, 2028",,3.53%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"September 21, 2028",,1.18%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"October 21, 2028",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.90,,2.57,,2.35,,2.19,,2.04,,1.81
Weighted Average Life To Call (years)(1)(3),,2.89,,2.56,,2.33,,2.18,,2.02,,1.80
