0,1,2,3
Class of Certificates,Expected Initial  Certificate Balance(1),Estimated Fair Value  (in % and $)(2),Expected Purchase Price  (in % and $)(3)
Class F-RR,"$9,362,000","0.80%/$4,460,459","47.6443%/$4,460,459"
Class G-RR,"$25,412,993","2.17%/$12,076,788","47.5221%/$12,076,788"
