0,1,2,3,4,5
State(5),,,Percentage  of  Total Principal  Balance,Percentage  of  Total Principal  Balance,
Texas,,,,11.12,%
California,,,,10.52,%
Florida,,,,8.73,%
Pennsylvania,,,,6.70,%
Illinois,,,,5.50,%
