0,1,2,3,4
,,Percentage of  Initial Pool Balance,,Percentage of  Adjusted Pool Balance
Class A notes,,89.92%,,95.00%
Class B notes,,2.84,,3.00
Class C notes,,1.89,,2.00
Total,,94.65%,,100.00%
