0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"January 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"March 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,98.14
"September 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,90.85
"October 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,83.78
"November 15, 2025",,,100.00,,100.00,,100.00,,100.00,,93.69,,76.91
"December 15, 2025",,,100.00,,100.00,,100.00,,98.11,,87.37,,70.26
"January 15, 2026",,,100.00,,100.00,,100.00,,92.13,,81.21,,63.83
"February 15, 2026",,,100.00,,100.00,,100.00,,86.29,,75.23,,57.61
"March 15, 2026",,,100.00,,100.00,,96.44,,80.59,,69.40,,51.60
"April 15, 2026",,,100.00,,100.00,,91.00,,75.02,,63.75,,45.82
"May 15, 2026",,,100.00,,100.00,,85.64,,69.59,,58.27,,40.26
"June 15, 2026",,,100.00,,100.00,,80.38,,64.29,,52.95,,34.92
"July 15, 2026",,,100.00,,99.84,,75.21,,59.13,,47.81,,29.80
"August 15, 2026",,,100.00,,94.68,,70.14,,54.12,,42.83,,24.91
"September 15, 2026",,,100.00,,89.55,,65.15,,49.24,,38.04,,20.25
"October 15, 2026",,,100.00,,84.45,,60.27,,44.51,,33.41,,15.81
"November 15, 2026",,,100.00,,79.37,,55.48,,39.92,,28.97,,11.61
"December 15, 2026",,,96.19,,74.74,,51.10,,35.70,,24.88,,7.71
"January 15, 2027",,,91.31,,70.13,,46.80,,31.62,,20.94,,4.02
"February 15, 2027",,,86.38,,65.54,,42.59,,27.66,,17.17,,0.54
"March 15, 2027",,,81.42,,60.97,,38.47,,23.83,,13.55,,0.00
"April 15, 2027",,,76.42,,56.43,,34.43,,20.14,,10.10,,0.00
"May 15, 2027",,,71.38,,51.90,,30.49,,16.58,,6.82,,0.00
"June 15, 2027",,,66.31,,47.40,,26.63,,13.15,,3.69,,0.00
"July 15, 2027",,,61.19,,42.92,,22.87,,9.86,,0.74,,0.00
"August 15, 2027",,,56.04,,38.47,,19.20,,6.71,,0.00,,0.00
"September 15, 2027",,,50.85,,34.03,,15.62,,3.69,,0.00,,0.00
"October 15, 2027",,,45.62,,29.63,,12.13,,0.82,,0.00,,0.00
"November 15, 2027",,,41.68,,26.26,,9.40,,0.00,,0.00,,0.00
"December 15, 2027",,,37.74,,22.93,,6.74,,0.00,,0.00,,0.00
"January 15, 2028",,,33.76,,19.61,,4.16,,0.00,,0.00,,0.00
"February 15, 2028",,,29.75,,16.31,,1.65,,0.00,,0.00,,0.00
"March 15, 2028",,,25.72,,13.03,,0.00,,0.00,,0.00,,0.00
"April 15, 2028",,,21.65,,9.77,,0.00,,0.00,,0.00,,0.00
"May 15, 2028",,,17.54,,6.53,,0.00,,0.00,,0.00,,0.00
"June 15, 2028",,,13.41,,3.30,,0.00,,0.00,,0.00,,0.00
"July 15, 2028",,,9.25,,0.09,,0.00,,0.00,,0.00,,0.00
"August 15, 2028",,,5.06,,0.00,,0.00,,0.00,,0.00,,0.00
"September 15, 2028",,,0.83,,0.00,,0.00,,0.00,,0.00,,0.00
"October 15, 2028",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,3.47,,3.16,,2.74,,2.46,,2.27,,1.98
Weighted Average Life to Maturity (Years)(2),,,3.47,,3.16,,2.74,,2.46,,2.27,,1.98
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
