0,1,2,3,4,5,6
Payment Date,0%,50%,75%,100%,150%,200%
Closing Date,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
May 2026,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
June 2026,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
July 2026,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
August 2026,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
September 2026,100.00%,100.00%,100.00%,100.00%,100.00%,96.56%
October 2026,100.00%,100.00%,100.00%,99.01%,93.98%,88.65%
November 2026,100.00%,97.64%,94.96%,92.20%,86.43%,80.28%
December 2026,96.68%,90.91%,87.90%,84.80%,78.30%,71.37%
January 2027,88.67%,82.35%,79.04%,75.63%,68.48%,60.84%
February 2027,82.19%,75.30%,71.69%,67.96%,60.13%,51.75%
March 2027,75.36%,67.93%,64.03%,60.01%,51.53%,42.43%
April 2027,64.49%,56.68%,52.58%,48.34%,39.40%,29.78%
May 2027,57.37%,49.10%,44.75%,40.25%,30.73%,20.47%
June 2027,50.22%,41.52%,36.93%,32.18%,22.13%,11.25%
July 2027,42.68%,33.59%,28.80%,23.82%,13.28%,1.83%
August 2027,33.75%,24.38%,19.43%,14.29%,3.37%,0.00%
September 2027,25.07%,15.46%,10.37%,5.08%,0.00%,0.00%
October 2027,16.51%,6.68%,1.48%,0.00%,0.00%,0.00%
November 2027,9.18%,0.00%,0.00%,0.00%,0.00%,0.00%
December 2027,2.07%,0.00%,0.00%,0.00%,0.00%,0.00%
January 2028,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,
Weighted Average Life to Maturity (years)(2),1.21,1.13,1.08,1.04,0.96,0.89
Weighted Average Life to Call (years)(2)(3),1.21,1.13,1.08,1.04,0.96,0.89
