0,1,2,3,4,5,6,7,8,9,10,11,12
Payment  Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2024",,78.68%,,73.87%,,70.62%,,68.26%,,65.70%,,61.22%
"December 15, 2024",,68.11%,,61.06%,,56.31%,,52.86%,,49.12%,,42.61%
"January 15, 2025",,57.61%,,48.43%,,42.24%,,37.76%,,32.92%,,24.54%
"February 15, 2025",,47.16%,,35.96%,,28.43%,,22.98%,,17.10%,,7.00%
"March 15, 2025",,36.78%,,23.68%,,14.88%,,8.52%,,1.67%,,0.00%
"April 15, 2025",,26.46%,,11.57%,,1.57%,,0.00%,,0.00%,,0.00%
"May 15, 2025",,16.21%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2025",,6.02%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2025",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted  Average Life To Maturity (years)(1)(2),,0.34,,0.27,,0.24,,0.22,,0.20,,0.17
Weighted  Average Life To Call (years)(1)(3),,0.34,,0.27,,0.24,,0.22,,0.20,,0.17
