0,1,2,3,4,5,6
Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses
Sources,Proceeds,%  of Total,,Uses,Proceeds,%  of Total
Senior Loan Amount:,"$70,000,000",40.4%,,Loan Payoff:,"$171,241,494",98.8%
Subordinate Loan Amount:,"$70,000,000",40.4%,,Closing Costs:,"$2,081,412",1.2%
Borrower Equity:,"$33,322,906",19.2%,,,,
Total Sources:,"$173,322,906",100.0%,,Total Uses:,"$173,322,906",100.0%
