0,1,2,3,4,5,6,7,8
,,,,,,,,
,,Initial Principal Amount(2)(3),Initial Principal Amount(2)(3),,,Interest Rate(4),,Final Scheduled Distribution Date
Class A-1 Asset-backed Notes,,$,107000000,,,%,,"April 15, 2026"
Class A-2 Asset-backed Notes,,$,222560000,,,%,,"May 15, 2028"
Class A-3 Asset-backed Notes,,$,129100000,,,%,,"September 17, 2029"
Class B Asset-backed Notes,,$,45220000,,,%,,"September 16, 2030"
Class C Asset-backed Notes,,$,48450000,,,%,,"July 15, 2031"
Class D Asset-backed Notes,,$,54910000,,,%,,"July 15, 2031"
Class E Asset-backed Notes(5),,$,17760000,,,%,,"March 15, 2032"
