0,1,2,3
Class  of Certificates,Low  Estimate of Discount Yield,Base  Case Discount Yield,High  Estimate of Discount Yield
Class  A-1,3.8677%,4.2601%,4.8112%
Class  A-2,3.9690%,4.3677%,4.9093%
Class  A-3,3.9936%,4.3928%,4.9338%
Class  A-S,4.3469%,4.7466%,5.3370%
Class  B,4.7469%,5.1966%,5.8370%
Class  C,5.1969%,5.6966%,6.3870%
Class  D,6.6978%,7.1977%,8.2881%
