0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,79.42%,,74.67%,,71.44%,,69.06%,,66.42%,,61.01%
"July 15, 2025",,69.21%,,62.26%,,57.52%,,54.05%,,50.21%,,43.12%
"August 15, 2025",,59.07%,,50.01%,,43.85%,,39.34%,,34.38%,,25.69%
"September 15, 2025",,48.99%,,37.93%,,30.43%,,24.95%,,18.93%,,8.72%
"October 15, 2025",,38.96%,,26.02%,,17.26%,,10.87%,,3.88%,,0.00%
"November 15, 2025",,29.00%,,14.28%,,4.33%,,0.00%,,0.00%,,0.00%
"December 15, 2025",,19.09%,,2.71%,,0.00%,,0.00%,,0.00%,,0.00%
"January 15, 2026",,9.25%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.40,,0.33,,0.29,,0.27,,0.25,,0.22
Weighted Average Life To Call (years)(1)(3),,0.40,,0.33,,0.29,,0.27,,0.25,,0.22
