0,1,2,3,4,5,6,7,8,9
"Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)","Historical  Occupancy, ADR, RevPAR(1)(2)"
,Competitive Set,Competitive Set,Competitive Set,Hilton Waterfront Beach Resort Property,Hilton Waterfront Beach Resort Property,Hilton Waterfront Beach Resort Property,Penetration Factor,Penetration Factor,Penetration Factor
Year,Occupancy,ADR,RevPAR,Occupancy,ADR,RevPAR,Occupancy,ADR,RevPAR
12/31/2023,66.4%,$344.24,$228.59,67.8%,$355.21,$240.72,102.1%,103.2%,105.3%
12/31/2024,67.8%,$347.19,$235.36,67.8%,$360.68,$244.43,100.0%,103.9%,103.9%
12/31/2025,68.7%,$351.98,$241.64,70.7%,$355.01,$250.87,102.9%,100.9%,103.8%
