0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$69,417,603.14",,May 2028,,"$10,915,022.21"
August 2025,,64665790.69,,June 2028,,10044576.64
September 2025,,62349708.00,,July 2028,,9218106.62
October 2025,,60074122.74,,August 2028,,8435391.90
November 2025,,57839501.07,,September 2028,,7695838.32
December 2025,,55645807.59,,October 2028,,6998910.81
January 2026,,53493220.04,,November 2028,,6343530.60
February 2026,,51382002.74,,December 2028,,5728623.19
March 2026,,49312415.28,,January 2029,,5153687.44
April 2026,,47284770.21,,February 2029,,4617692.62
May 2026,,45299377.93,,March 2029,,4117930.18
June 2026,,43356512.35,,April 2029,,3653589.21
July 2026,,41456495.23,,May 2029,,3224115.23
August 2026,,39599626.81,,June 2029,,2828799.28
September 2026,,37786115.69,,July 2029,,2466839.08
October 2026,,36016090.34,,August 2029,,2137009.78
November 2026,,34289736.55,,September 2029,,1837848.94
December 2026,,32607212.31,,October 2029,,1568062.06
January 2027,,30968870.55,,November 2029,,1326247.30
February 2027,,29375014.88,,December 2029,,1110860.85
March 2027,,27825945.62,,January 2030,,920570.86
April 2027,,26321949.88,,February 2030,,753266.60
May 2027,,24863372.04,,March 2030,,605506.63
June 2027,,23450432.42,,April 2030,,476145.88
July 2027,,22083195.13,,May 2030,,364460.98
August 2027,,20761724.96,,June 2030,,269828.78
September 2027,,19485979.94,,July 2030,,191475.07
October 2027,,18255973.96,,August 2030,,128476.57
November 2027,,17071648.01,,September 2030,,79612.74
December 2027,,15932915.48,,October 2030,,43658.09
January 2028,,14839729.78,,November 2030,,19495.87
February 2028,,13791899.36,,December 2030,,5611.54
March 2028,,12788678.09,,January 2031,,2.56
April 2028,,11829693.65,,February 2031,,0.00
,,,,,,
