0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,77.93,%,,,72.84,%,,,68.91,%,,,64.90,%,,,54.24,%
April 2026,,,67.51,%,,,59.84,%,,,54.00,%,,,48.15,%,,,34.44,%
May 2026,,,57.49,%,,,47.35,%,,,39.72,%,,,32.23,%,,,15.71,%
June 2026,,,47.52,%,,,35.04,%,,,25.77,%,,,16.89,%,,,0.00,%
July 2026,,,37.60,%,,,22.92,%,,,12.16,%,,,2.11,%,,,0.00,%
August 2026,,,27.71,%,,,10.98,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2026,,,18.33,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2026,,,8.98,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2026,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.36,,,,0.28,,,,0.24,,,,0.21,,,,0.16,
Weighted Average Life to Maturity (years)(1),,,0.36,,,,0.28,,,,0.24,,,,0.21,,,,0.16,
