0,1,2,3,4,5,6
Sources and Uses(5),Sources and Uses(5),Sources and Uses(5),Sources and Uses(5),Sources and Uses(5),Sources and Uses(5),Sources and Uses(5)
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Borrower Sponsor Equity:,"$40,359,569",51.9%,,Purchase Price:,"$74,231,177",95.5%
Mortgage Loan Amount:,"$37,330,000",48.1%,,Closing Costs:,"$2,167,168",2.8%
,,,,Upfront Reserves:,"$1,291,224",1.7%
Total Sources:,"$77,689,569",100.0%,,Total Uses:,"$77,689,569",100.0%
