0,1,2,3,4,5,6
,,,,,,
Note Class,,Aggregate Principal Amount(1),Aggregate Principal Amount(1),,,Interest Rate Per Annum
A-1,,$,244000000,,,%
A-2,,$,323500000,,,%
A-3,,$,323500000,,,%
A-4,,$,65280000,,,%
B,,$,20100000,,,%
C,,$,13570000,,,%
D,,$,10050000,,,%
