0,1,2
Class,,Interest Rate
Class A-1,,3.768% - 3.868%
Class A-2a,,3.77% - 3.97%
Class A-2b,,SOFR + 0.27% - SOFR + 0.47%
Class A-3,,3.76% - 3.96%
Class A-4,,3.83% - 4.03%
Class B,,3.95% - 4.25%
Class C,,0.00%
