0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$24,000,000",84.4%,,Loan Payoff:,"$27,195,872",95.6%
Borrower Sponsor Equity:,"$4,435,838",15.6%,,Closing Costs:,"$1,221,610",4.3%
,,,,Upfront Reserves:,"$18,356",0.1%
,,,,,,
Total Sources:,"$28,435,838",100.0%,,Total Uses:,"$28,435,838",100.0%
