0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.88,%
October 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,91.91,%
November 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,93.48,%,,,84.06,%
December 2025,,,100.00,%,,,100.00,%,,,92.84,%,,,84.64,%,,,76.32,%
January 2026,,,100.00,%,,,94.15,%,,,84.89,%,,,76.13,%,,,68.70,%
February 2026,,,100.00,%,,,87.07,%,,,77.14,%,,,67.92,%,,,61.19,%
March 2026,,,95.04,%,,,80.10,%,,,69.57,%,,,60.04,%,,,53.81,%
April 2026,,,89.12,%,,,73.24,%,,,62.21,%,,,52.69,%,,,46.54,%
May 2026,,,83.23,%,,,66.48,%,,,55.03,%,,,45.97,%,,,39.4,%
June 2026,,,77.36,%,,,59.83,%,,,48.06,%,,,39.34,%,,,32.38,%
July 2026,,,71.52,%,,,53.29,%,,,41.28,%,,,32.82,%,,,25.44,%
August 2026,,,65.69,%,,,46.86,%,,,34.70,%,,,26.37,%,,,18.6,%
September 2026,,,59.90,%,,,40.54,%,,,28.31,%,,,20.01,%,,,11.89,%
October 2026,,,54.12,%,,,34.33,%,,,22.08,%,,,13.75,%,,,5.31,%
November 2026,,,49.48,%,,,28.97,%,,,16.23,%,,,7.60,%,,,0.00,%
December 2026,,,44.84,%,,,23.62,%,,,10.48,%,,,1.57,%,,,0.00,%
January 2027,,,40.22,%,,,18.34,%,,,4.81,%,,,0.00,%,,,0.00,%
February 2027,,,35.62,%,,,13.12,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2027,,,31.03,%,,,7.97,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2027,,,26.43,%,,,2.89,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2027,,,21.83,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2027,,,17.26,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2027,,,12.69,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2027,,,8.15,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2027,,,3.62,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2027,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,1.58,,,,1.28,,,,1.13,,,,1.02,,,,0.93,
Weighted Average Life to Maturity (years)(1),,,1.58,,,,1.28,,,,1.13,,,,1.02,,,,0.93,
