0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$80,313,919.04",,November 2028,,"$13,106,294.26"
February 2026,,74930331.07,,December 2028,,12073529.81
March 2026,,72303391.62,,January 2029,,11090639.34
April 2026,,69720329.08,,February 2029,,10157385.33
May 2026,,67181628.72,,March 2029,,9272870.98
June 2026,,64687632.63,,April 2029,,8436369.50
July 2026,,62238724.25,,May 2029,,7647433.39
August 2026,,59835248.62,,June 2029,,6905139.07
September 2026,,57477489.18,,July 2029,,6208325.28
October 2026,,55165714.10,,August 2029,,5555733.13
November 2026,,52900166.59,,September 2029,,4945898.94
December 2026,,50681062.17,,October 2029,,4377533.39
January 2027,,48508673.95,,November 2029,,3850157.66
February 2027,,46383243.38,,December 2029,,3363357.97
March 2027,,44305120.26,,January 2030,,2916832.19
April 2027,,42274689.72,,February 2030,,2509971.14
May 2027,,40292392.38,,March 2030,,2141597.48
June 2027,,38358590.64,,April 2030,,1810402.67
July 2027,,36473563.36,,May 2030,,1515249.24
August 2027,,34637538.26,,June 2030,,1254236.75
September 2027,,32850787.47,,July 2030,,1025069.05
October 2027,,31113519.23,,August 2030,,825098.50
November 2027,,29425951.74,,September 2030,,651351.67
December 2027,,27788320.50,,October 2030,,500739.80
January 2028,,26200915.56,,November 2030,,372576.81
February 2028,,24663986.56,,December 2030,,266316.20
March 2028,,23177536.40,,January 2031,,181202.35
April 2028,,21741578.99,,February 2031,,115926.23
May 2028,,20356266.36,,March 2031,,67925.10
June 2028,,19021763.89,,April 2031,,34646.75
July 2028,,17737875.71,,May 2031,,14064.24
August 2028,,16504509.94,,June 2031,,3611.58
September 2028,,15321585.99,,July 2031,,0.00
October 2028,,14188902.79,,,,
,,,,,,
