0,1,2,3,4
,,,,
AART 2022-1,AART 2022-1,AART 2022-1,AART 2022-1,
State,,Percentage of Aggregate Amount Financed,Percentage of Aggregate Amount Financed,
Texas,,,12.55,%
California,,,9.46,%
Florida,,,9.40,%
Pennsylvania,,,4.96,%
North Carolina,,,4.23,%
New Jersey,,,3.82,%
