0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.70%,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2025,,,87.99,%,,,85.07,%,,,82.87,%,,,80.63,%,,,71.89,%
March 2025,,,75.92,%,,,69.98,%,,,65.53,%,,,61.04,%,,,45.80,%
April 2025,,,64.88,%,,,56.13,%,,,49.63,%,,,43.15,%,,,23.94,%
May 2025,,,54.51,%,,,43.03,%,,,34.59,%,,,26.29,%,,,9.20,%
June 2025,,,44.18,%,,,30.11,%,,,19.86,%,,,9.96,%,,,0.00,%
July 2025,,,33.89,%,,,17.36,%,,,5.44,%,,,0.00,%,,,0.00,%
August 2025,,,23.63,%,,,4.78,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2025,,,13.41,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2025,,,3.23,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2025,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.38,,,,0.30,,,,0.26,,,,0.23,,,,0.17,
Weighted Average Life to Maturity (years)(1),,,0.38,,,,0.30,,,,0.26,,,,0.23,,,,0.17,
