0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,97.47
"January 15, 2026",,,100.00,,100.00,,100.00,,100.00,,95.96,,87.42
"February 15, 2026",,,100.00,,100.00,,100.00,,92.99,,87.10,,77.59
"March 15, 2026",,,100.00,,100.00,,93.95,,84.90,,78.43,,67.98
"April 15, 2026",,,100.00,,100.00,,86.80,,76.96,,69.94,,58.59
"May 15, 2026",,,100.00,,95.67,,79.74,,69.16,,61.61,,49.43
"June 15, 2026",,,100.00,,89.75,,72.77,,61.50,,53.46,,40.49
"July 15, 2026",,,99.87,,83.86,,65.89,,53.98,,45.48,,31.78
"August 15, 2026",,,94.83,,77.99,,59.11,,46.59,,37.68,,23.30
"September 15, 2026",,,89.75,,72.15,,52.42,,39.35,,30.04,,15.06
"October 15, 2026",,,84.63,,66.33,,45.82,,32.25,,22.59,,7.04
"November 15, 2026",,,79.48,,60.53,,39.32,,25.29,,15.31,,0.00
"December 15, 2026",,,74.30,,54.77,,32.92,,18.48,,8.21,,0.00
"January 15, 2027",,,69.07,,49.02,,26.61,,11.81,,1.29,,0.00
"February 15, 2027",,,63.95,,43.43,,20.49,,5.36,,0.00,,0.00
"March 15, 2027",,,58.85,,37.91,,14.52,,0.00,,0.00,,0.00
"April 15, 2027",,,53.72,,32.42,,8.64,,0.00,,0.00,,0.00
"May 15, 2027",,,48.55,,26.95,,2.85,,0.00,,0.00,,0.00
"June 15, 2027",,,43.35,,21.51,,0.00,,0.00,,0.00,,0.00
"July 15, 2027",,,38.10,,16.10,,0.00,,0.00,,0.00,,0.00
"August 15, 2027",,,32.83,,10.71,,0.00,,0.00,,0.00,,0.00
"September 15, 2027",,,27.51,,5.35,,0.00,,0.00,,0.00,,0.00
"October 15, 2027",,,22.16,,0.01,,0.00,,0.00,,0.00,,0.00
"November 15, 2027",,,16.77,,0.00,,0.00,,0.00,,0.00,,0.00
"December 15, 2027",,,11.35,,0.00,,0.00,,0.00,,0.00,,0.00
"January 15, 2028",,,5.89,,0.00,,0.00,,0.00,,0.00,,0.00
"February 15, 2028",,,0.92,,0.00,,0.00,,0.00,,0.00,,0.00
"March 15, 2028",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,1.80,,1.50,,1.21,,1.06,,0.96,,0.84
Weighted Average Life to Maturity (Years)(2),,,1.80,,1.50,,1.21,,1.06,,0.96,,0.84
,,,,,,,,,,,,,
,,,,,,,,,,,,,
