0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$16,900,000",98.8%,,Loan Payoff:,"$16,279,197",95.1%
Borrower Sponsor Equity:,"$210,560",1.2%,,Closing Costs:,"$658,397",3.8%
,,,,Upfront Reserves:,"$172,966",1.0%
Total Sources:,"$17,110,560",100.0%,,Total Uses:,"$17,110,560",100.0%
