0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,WOART 2019-B,WOART 2019-B,WOART 2019-B,WOART 2019-B,WOART 2019-B,WOART 2019-B,,,WOART 2019-C,WOART 2019-C,WOART 2019-C,WOART 2019-C,WOART 2019-C,WOART 2019-C,
,,Starting  Principal  Balance ($),Starting  Principal  Balance ($),,,% of  Starting Principal  Balance,% of  Starting Principal  Balance,,,Starting  Principal  Balance ($),Starting  Principal  Balance ($),,,% of  Starting Principal  Balance,% of  Starting Principal  Balance,
Florida,,,426210263.32,,,,48.5,%,,,546194881.37,,,,48.5,%
Georgia,,,154754761.42,,,,17.6,%,,,200709566.07,,,,17.8,%
North Carolina,,,144718274.58,,,,16.5,%,,,171353019.12,,,,15.2,%
Alabama,,,76233182.59,,,,8.7,%,,,104016121.55,,,,9.2,%
South Carolina,,,61181229.83,,,,7.0,%,,,78430222.22,,,,7.0,%
All Others,,,16385397.44,,,,1.9,%,,,24822631.96,,,,2.2,%
Total,,,879483109.18,,,,100.0,%,,,1125526442.29,,,,100.0,%
