0,1,2,3,4,5
Whole Loan  Name,Transaction/ Pooling  Agreement,% of Initial Pool  Balance,Master Servicer,Special Servicer,Trustee
BioMed MIT Portfolio,BX 2025-LIFE(2),8.3%,KeyBank National Association,KeyBank National Association,"Computershare Trust Company, National Association"
Washington Square,BMO 2025-C12,4.5%,Trimont LLC,"Rialto Capital Advisors, LLC","Citibank, N.A."
The Willard & The Met,BMO 2025-C13,3.6%,"Midland Loan Services, a Dvision of PNC Bank, National Association","Rialto Capital Advisors, LLC","Wilmington Savings Fund Society, FSB"
32 Old Slip – Leased Fee,BMO 2025-C12,1.5%,Trimont LLC,"Rialto Capital Advisors, LLC","Citibank, N.A."
,,,,,
