0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,92.45%
"April 15, 2025",,100.00%,,100.00%,,100.00%,,95.67%,,89.77%,,79.94%
"May 15, 2025",,100.00%,,99.68%,,91.22%,,85.13%,,78.59%,,67.80%
"June 15, 2025",,100.00%,,90.72%,,81.47%,,74.82%,,67.71%,,56.02%
"July 15, 2025",,96.82%,,81.89%,,71.92%,,64.77%,,57.14%,,44.60%
"August 15, 2025",,89.27%,,73.30%,,62.66%,,55.02%,,46.89%,,33.54%
"September 15, 2025",,81.77%,,64.85%,,53.59%,,45.52%,,36.92%,,22.85%
"October 15, 2025",,74.32%,,56.53%,,44.71%,,36.24%,,27.24%,,12.53%
"November 15, 2025",,66.92%,,48.35%,,36.02%,,27.21%,,17.85%,,2.59%
"December 15, 2025",,59.56%,,40.30%,,27.53%,,18.42%,,8.75%,,0.00%
"January 15, 2026",,52.26%,,32.39%,,19.24%,,9.87%,,0.00%,,0.00%
"February 15, 2026",,45.00%,,24.62%,,11.14%,,1.56%,,0.00%,,0.00%
"March 15, 2026",,37.79%,,16.98%,,3.25%,,0.00%,,0.00%,,0.00%
"April 15, 2026",,30.64%,,9.48%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2026",,23.53%,,2.12%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2026",,16.98%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2026",,10.46%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 15, 2026",,4.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"September 15, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.30,,1.09,,0.98,,0.90,,0.83,,0.74
Weighted Average Life To Call (years)(1)(3),,1.30,,1.09,,0.98,,0.90,,0.83,,0.74
