0,1,2,3,4,5
State(5),,,Percentage of  Total Principal  Balance,Percentage of  Total Principal  Balance,
California,,,,14.19,%
Texas,,,,12.19,%
Florida,,,,5.97,%
Illinois,,,,5.88,%
