0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
,,,,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,
,,,,Total for Month,Total for Month,Total for Month,Total for Month,Total for Month,Total for Month,,,Cumulative,Cumulative,Cumulative,Cumulative,Cumulative,Cumulative,
Month,,Prepayment Speeds,,$,$,,,%,%,,,$,$,,,%,%,
Sep-25,,1.53,,,1003.95,,,,0.000089,%,,,1003.95,,,,0.000089,%
Oct-25,,1.63,,,27662.15,,,,0.002465,%,,,28666.10,,,,0.002555,%
Nov-25,,1.33,,,67022.91,,,,0.005974,%,,,95689.01,,,,0.008528,%
Dec-25,,1.47,,,255894.41,,,,0.022807,%,,,351583.42,,,,0.031335,%
Jan-26,,1.42,,,750322.44,,,,0.066874,%,,,1101905.86,,,,0.098209,%
