0,1,2,3,4,5
Class A-1 Notes,,,$,614000000.0,
Class A-2a Notes Class A-2b Notes,},,$,865200000.0,
Class A-3 Notes,,,$,789600000.0,
Class A-4 Notes,,,$,152260000.0,
Certificates,,,$,62079372.23,
Total,,,$,2483139372.23,
