0,1,2,3,4,5,6,7,8,9,10
Notes(1),Initial Note Balance,,Interest  Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date,
Class A notes,"$267,300,000",,4.62%,,30/360,,"June 20, 2030",,"June 21, 2033",
Class B notes,"$20,440,000",,4.85%,,30/360,,"June 20, 2030",,"June 21, 2033",
Class C notes,"$12,260,000",,5.06%,,30/360,,"June 20, 2030",,"June 21, 2033",
