0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,97.00%,,88.81%
"May 15, 2026",,100.00%,,100.00%,,97.47%,,92.26%,,86.55%,,77.28%
"June 15, 2026",,100.00%,,96.27%,,88.36%,,82.60%,,76.36%,,66.09%
"July 15, 2026",,100.00%,,88.07%,,79.44%,,73.18%,,66.43%,,55.24%
"August 15, 2026",,93.81%,,80.00%,,70.71%,,63.99%,,56.77%,,44.73%
"September 15, 2026",,86.92%,,72.15%,,62.23%,,55.06%,,47.36%,,34.57%
"October 15, 2026",,80.07%,,64.43%,,53.92%,,46.35%,,38.23%,,24.76%
"November 15, 2026",,73.27%,,56.82%,,45.80%,,37.85%,,29.35%,,15.29%
"December 15, 2026",,66.51%,,49.34%,,37.85%,,29.58%,,20.75%,,6.18%
"January 15, 2027",,59.79%,,41.99%,,30.08%,,21.53%,,12.41%,,0.00%
"February 15, 2027",,53.12%,,34.75%,,22.50%,,13.71%,,4.35%,,0.00%
"March 15, 2027",,46.50%,,27.65%,,15.09%,,6.11%,,0.00%,,0.00%
"April 15, 2027",,39.92%,,20.67%,,7.87%,,0.00%,,0.00%,,0.00%
"May 15, 2027",,33.38%,,13.81%,,0.84%,,0.00%,,0.00%,,0.00%
"June 15, 2027",,26.89%,,7.09%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2027",,21.05%,,0.97%,,0.00%,,0.00%,,0.00%,,0.00%
"August 15, 2027",,15.25%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"September 15, 2027",,9.49%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"October 15, 2027",,3.77%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"November 15, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.35,,1.14,,1.02,,0.94,,0.87,,0.77
Weighted Average Life To Call (years)(1)(3),,1.35,,1.14,,1.02,,0.94,,0.87,,0.77
