0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Underwriter,,Class A-1 Notes,Class A-1 Notes,,,Class A-2 Notes,Class A-2 Notes,,,Class A-3 Notes,Class A-3 Notes,,,Class A-4 Notes,Class A-4 Notes,
Mizuho Securities USA LLC,,$,●,,,$,●,,,$,●,,,$,●,
MUFG Securities Americas Inc.,,$,●,,,$,●,,,$,●,,,$,●,
"Truist Securities, Inc.",,$,●,,,$,●,,,$,●,,,$,●,
"Wells Fargo Securities, LLC",,$,●,,,$,●,,,$,●,,,$,●,
"Comerica Securities, Inc.",,$,●,,,$,●,,,$,●,,,$,●,
"M&T Securities, Inc.",,$,●,,,$,●,,,$,●,,,$,●,
Total,,$,190000000,,,$,314000000,,,$,314000000,,,$,59060000,
