0,1,2,3,4,5,6,7,8
,,,,,,,,
,,Initial Principal Amount(2)(3),Initial Principal Amount(2)(3),,,Interest Rate(4),,Final Scheduled Distribution Date
Class A-1 Asset-backed Notes,,$,186000000,,,%,,"November 16, 2026"
Class A-2 Asset-backed Notes,,$,351800000,,,%,,"March 15, 2029"
Class A-3 Asset-backed Notes,,$,351800000,,,%,,"December 16, 2030"
Class A-4 Asset-backed Notes,,$,70170000,,,%,,"June 16, 2031"
Class B Asset-backed Notes,,$,18100000,,,%,,"July 15, 2031"
Class C Asset-backed Notes,,$,12070000,,,%,,"September 15, 2031"
Class D Asset-backed Notes,,$,10060000,,,%,,"May 17, 2032"
