0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$16,500,000",100.0%,,Loan Payoff:,"$8,126,588",49.3%
,,,,Return of Equity:,"$8,313,838",50.4%
,,,,Closing Costs:,"$59,574",0.4%
Total Sources:,"$16,500,000",100.0%,,Total Uses:,"$16,500,000",100.0%
