0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2024",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,86.24%
"July 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,65.01%
"August 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,45.26%
"September 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,26.98%
"October 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,94.94%,,10.20%
"November 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,76.83%,,0.00%
"December 15, 2027",,100.00%,,100.00%,,100.00%,,100.00%,,59.93%,,0.00%
"January 15, 2028",,100.00%,,100.00%,,100.00%,,92.17%,,44.26%,,0.00%
"February 15, 2028",,100.00%,,100.00%,,100.00%,,75.40%,,29.82%,,0.00%
"March 15, 2028",,100.00%,,100.00%,,100.00%,,59.68%,,16.63%,,0.00%
"April 15, 2028",,100.00%,,100.00%,,87.22%,,47.16%,,5.63%,,0.00%
"May 15, 2028",,100.00%,,100.00%,,73.85%,,35.38%,,0.00%,,0.00%
"June 15, 2028",,100.00%,,100.00%,,61.10%,,24.34%,,0.00%,,0.00%
"July 15, 2028",,100.00%,,99.08%,,48.96%,,14.04%,,0.00%,,0.00%
"August 15, 2028",,100.00%,,84.75%,,37.45%,,4.50%,,0.00%,,0.00%
"September 15, 2028",,100.00%,,70.86%,,26.56%,,0.00%,,0.00%,,0.00%
"October 15, 2028",,100.00%,,57.42%,,16.31%,,0.00%,,0.00%,,0.00%
"November 15, 2028",,100.00%,,44.43%,,6.70%,,0.00%,,0.00%,,0.00%
"December 15, 2028",,85.20%,,31.89%,,0.00%,,0.00%,,0.00%,,0.00%
"January 15, 2029",,67.29%,,19.81%,,0.00%,,0.00%,,0.00%,,0.00%
"February 15, 2029",,49.54%,,8.18%,,0.00%,,0.00%,,0.00%,,0.00%
"March 15, 2029",,31.96%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 15, 2029",,14.54%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 15, 2029",,7.67%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2029",,0.87%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,4.36,,4.07,,3.77,,3.52,,3.25,,2.84
Weighted Average Life To Call (years)(1)(3),,3.89,,3.48,,3.23,,2.98,,2.81,,2.48
