0,1,2,3,4,5,6
Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses,Sources  and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$13,700,000",96.1%,,Loan Payoff:,"$13,941,689",97.8%
Borrower Sponsor Equity:,"$557,402",3.9%,,Closing Costs:,"$229,240",1.6%
,,,,Upfront Reserves:,"$86,473",0.6%
Total Sources:,"$14,257,402",100.0%,,Total Uses:,"$14,257,402",100.0%
