0,1,2,3,4,5,6,7,8,9,10
Notes(1),Initial Note Balance,,Interest Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date,
Class A notes,"$267,300,000",,4.73%,,30/360,,"April 20, 2028",,"April 21, 2031",
Class B notes,"$20,440,000",,4.88%,,30/360,,"April 20, 2028",,"April 21, 2031",
Class C notes,"$12,260,000",,5.22%,,30/360,,"April 20, 2028",,"April 21, 2031",
Total,"$300,000,000",,,,,,,,,
