0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Whole Loan Amount(1):,"$70,000,000",98.7%,,Loan Payoff:,"$70,057,679",98.8%
Sponsor Equity:,"$900,345",1.3%,,Closing Costs:,"$842,665",1.2%
Total Sources:,"$70,900,345",100.0%,,Total Uses:,"$70,900,345",100.0%
