0,1,2,3,4,5
Mortgage Loan/Property  Portfolio Names,Aggregate Cut-off  Date Balance,Aggregate Cut-off  Date Balance,Aggregate Cut-off  Date Balance,Approx. % of Initial  Pool Balance,Approx. % of Initial  Pool Balance
St. Louis Portfolio,$,50000000,,9.2,
Northwest Atlanta Industrial Portfolio,,49000000,,9.0,
Aloft Chesapeake and Fairfield Inn & Suites Williamsburg,,18750000,,3.4,
150 Erasmus and 1520 Prospect,,17500000,,3.2,
Northern NJ Multifamily Portfolio,,7150000,,1.3,
Total,$,142400000,,26.1,%
