0,1,2,3
Historical  and Current Occupancy,Historical  and Current Occupancy,Historical  and Current Occupancy,Historical  and Current Occupancy
,2023(1),2024(1),Current(2)
The Willard,63.1%,90.8%,93.0%
The Met,75.4%,95.4%,97.4%
Total/Wtd. Avg.(3),67.2%,92.3%,94.4%
