0,1,2,3,4,5,6,7,8,9,10,11,12
Notes(1),,Initial Note Balance,Initial Note Balance,Initial Note Balance,,Interest Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date
Class A-1a notes(2),,,"$400,950,000",,,4.40%(3),,30/360,,"June 20, 2028",,"June 20, 2031"
Class A-1b notes(2),,,"$133,650,000",,,Compounded SOFR + 0.55%(3)(4)(5),,Actual/360,,"June 20, 2028",,"June 20, 2031"
Class B notes,,,"$40,870,000",,,___%(3)(6),,30/360,,"June 20, 2028",,"June 20, 2031"
Class C notes(2),,,"$24,530,000",,,4.84%(3),,30/360,,"June 20, 2028",,"June 20, 2031"
Total,,,"$600,000,000",,,,,,,,,
,,Initial Public Offering Price,Initial Public Offering Price,Initial Public Offering Price,,Underwriting Discounts and Commissions,Underwriting Discounts and Commissions,Underwriting Discounts and Commissions,,Net Proceeds(7),Net Proceeds(7),Net Proceeds(7)
Class B notes,,,$,,,%,%,%,,$,$,$
