0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.50%,,,,2.00%,,,,2.50%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,85.81,%,,,82.32,%,,,73.38,%,,,62.09,%,,,58.16,%
November 2025,,,71.56,%,,,64.55,%,,,49.15,%,,,38.11,%,,,30.17,%
December 2025,,,57.32,%,,,46.94,%,,,29.06,%,,,16.92,%,,,6.41,%
January 2026,,,44.28,%,,,32.20,%,,,14.00,%,,,0.00,%,,,0.00,%
February 2026,,,34.30,%,,,19.46,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2026,,,24.33,%,,,6.85,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2026,,,14.39,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2026,,,4.46,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2026,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.34,,,,0.27,,,,0.20,,,,0.16,,,,0.14,
Weighted Average Life to Maturity (years)(1),,,0.34,,,,0.27,,,,0.20,,,,0.16,,,,0.14,
