0,1,2,3
Class of Certificates,Low Estimate of  Discount Yield,Base Case  Discount Yield,High Estimate of  Discount Yield
Class X-A,5.0963%,5.6106%,6.2458%
Class X-B,5.1347%,5.6437%,6.2731%
Class X-D,5.6429%,6.1507%,6.7790%
