0,1,2,3,4,5,6,7,8,9,10
Underwriters,,Class A-3  Notes,Class A-3  Notes,,Class A-4  Notes,Class A-4  Notes,,Class B  Notes,Class B  Notes,
Citigroup Global  Markets Inc.,,$,●,,$,●,,$,●,
Credit Agricole Securities  (USA) Inc.,,,●,,,●,,,●,
Scotia Capital (USA) Inc.,,,●,,,●,,,●,
"SMBC Nikko Securities America, Inc.",,,●,,,●,,,●,
"Truist Securities, Inc.",,,●,,,●,,,●,
Total,,$,●,,$,●,,$,●,
