0,1,2,3,4
,,Percentage of  Initial Pool Balance,,Percentage of  Adjusted Pool Balance
Class A notes,,91.19%,,95.00%
Class B notes,,2.88,,3.00
Class C notes,,1.92,,2.00
Total,,95.99%,,100.00%
