0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2025",,,80.68,,75.77,,70.19,,66.40,,63.52,,57.96
"March 15, 2025",,,72.90,,65.67,,57.47,,51.91,,47.71,,40.49
"April 15, 2025",,,65.07,,55.61,,44.89,,37.65,,32.23,,23.36
"May 15, 2025",,,57.19,,45.59,,32.47,,23.63,,17.06,,6.58
"June 15, 2025",,,49.25,,35.62,,20.20,,9.84,,2.21,,0.00
"July 15, 2025",,,41.27,,25.68,,8.08,,0.00,,0.00,,0.00
"August 15, 2025",,,33.23,,15.78,,0.00,,0.00,,0.00,,0.00
"September 15, 2025",,,25.13,,5.93,,0.00,,0.00,,0.00,,0.00
"October 15, 2025",,,17.23,,0.00,,0.00,,0.00,,0.00,,0.00
"November 15, 2025",,,9.27,,0.00,,0.00,,0.00,,0.00,,0.00
"December 15, 2025",,,1.26,,0.00,,0.00,,0.00,,0.00,,0.00
"January 15, 2026",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,0.42,,0.32,,0.24,,0.20,,0.18,,0.15
Weighted Average Life to Maturity (Years)(2),,,0.42,,0.32,,0.24,,0.20,,0.18,,0.15
