0,1,2,3
Maturity (Years),Low Estimate of  Treasury Yield,Base Case  Treasury Yield,High Estimate of  Treasury Yield
7Y,3.6574%,3.9480%,4.3614%
10Y,3.9188%,4.1730%,4.5474%
