0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
04/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
05/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
06/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.51,%
07/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,88.73,%
08/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,97.11,%,,,78.30,%
09/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.76,%,,,86.94,%,,,68.46,%
10/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,93.99,%,,,86.71,%,,,77.14,%,,,59.22,%
11/15/24,,,100.00,%,,,100.00,%,,,92.37,%,,,85.75,%,,,77.91,%,,,67.72,%,,,50.21,%
12/15/24,,,100.00,%,,,96.76,%,,,84.76,%,,,77.67,%,,,69.35,%,,,58.67,%,,,41.44,%
01/15/25,,,100.00,%,,,90.03,%,,,77.25,%,,,69.76,%,,,61.04,%,,,50.01,%,,,32.91,%
02/15/25,,,97.55,%,,,83.32,%,,,69.86,%,,,62.03,%,,,52.98,%,,,41.73,%,,,24.62,%
03/15/25,,,91.61,%,,,76.65,%,,,62.58,%,,,54.46,%,,,45.18,%,,,33.84,%,,,16.58,%
04/15/25,,,85.63,%,,,70.01,%,,,55.42,%,,,47.07,%,,,37.63,%,,,26.42,%,,,8.79,%
05/15/25,,,79.61,%,,,63.40,%,,,48.38,%,,,39.86,%,,,30.34,%,,,19.43,%,,,1.24,%
06/15/25,,,73.63,%,,,56.89,%,,,41.51,%,,,32.87,%,,,23.35,%,,,12.66,%,,,0.00,%
07/15/25,,,68.23,%,,,50.97,%,,,35.20,%,,,26.40,%,,,16.79,%,,,6.10,%,,,0.00,%
08/15/25,,,63.74,%,,,45.92,%,,,29.65,%,,,20.60,%,,,10.72,%,,,0.00,%,,,0.00,%
09/15/25,,,59.23,%,,,40.89,%,,,24.18,%,,,14.90,%,,,4.79,%,,,0.00,%,,,0.00,%
10/15/25,,,54.69,%,,,35.88,%,,,18.78,%,,,9.30,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/25,,,50.11,%,,,30.89,%,,,13.46,%,,,3.81,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/25,,,45.50,%,,,25.92,%,,,8.20,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/26,,,40.85,%,,,20.97,%,,,3.03,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/26,,,36.17,%,,,16.05,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/26,,,31.46,%,,,11.14,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
04/15/26,,,26.71,%,,,6.26,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/26,,,21.92,%,,,1.40,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/26,,,17.10,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/26,,,12.24,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/26,,,7.35,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/26,,,2.42,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/26,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life (Years) to Call,,,1.73,,,,1.44,,,,1.23,,,,1.12,,,,1.02,,,,0.90,,,,0.73,
Weighted Average Life (Years) to Maturity,,,1.73,,,,1.44,,,,1.23,,,,1.12,,,,1.02,,,,0.90,,,,0.73,
