0,1,2,3
Class of Certificates,Low Estimate of  Credit Spread,Base Case  Credit Spread,High Estimate of  Credit Spread
Class X-A,-1.25%,-0.75%,-0.25%
Class X-B,-1.00%,-0.50%,0.00%
Class X-D,-1.00%,-0.50%,0.00%
