0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,,,,,,,,,,,,,,,,,,
Month,,,,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,Net Loss Statistics,
Month,,,,Total for Month,Total for Month,Total for Month,Total for Month,Total for Month,Total for Month,,,Cumulative,Cumulative,Cumulative,Cumulative,Cumulative,Cumulative,
Month,,Prepayment Speeds,,$,$,,,%,%,,,$,$,,,%,%,
Apr-22,,1.65,,,—,,,,0.000000,%,,,—,,,,0.000000,%
May-22,,1.64,,,24033.13,,,,0.002216,%,,,24033.13,,,,0.002216,%
Jun-22,,1.54,,,1091.02,,,,0.000101,%,,,25124.15,,,,0.002317,%
Jul-22,,1.46,,,132578.43,,,,0.012224,%,,,157702.58,,,,0.014541,%
Aug-22,,1.48,,,171098.54,,,,0.015776,%,,,328801.12,,,,0.030316,%
Sep-22,,1.30,,,278018.89,,,,0.025634,%,,,606820.01,,,,0.055950,%
Oct-22,,1.28,,,347355.65,,,,0.032027,%,,,954175.66,,,,0.087977,%
Nov-22,,1.19,,,451191.95,,,,0.041601,%,,,1405367.61,,,,0.129578,%
Dec-22,,1.14,,,329484.52,,,,0.030379,%,,,1734852.13,,,,0.159958,%
Jan-23,,1.07,,,214762.96,,,,0.019802,%,,,1949615.09,,,,0.179759,%
Feb-23,,1.12,,,278566.86,,,,0.025685,%,,,2228181.95,,,,0.205444,%
Mar-23,,1.21,,,186842.96,,,,0.017227,%,,,2415024.91,,,,0.222671,%
Apr-23,,1.08,,,232915.43,,,,0.021475,%,,,2647940.34,,,,0.244147,%
May-23,,1.27,,,227654.64,,,,0.020990,%,,,2875594.98,,,,0.265137,%
Jun-23,,1.23,,,364084.26,,,,0.033569,%,,,3239679.24,,,,0.298706,%
Jul-23,,1.13,,,290765.57,,,,0.026809,%,,,3530444.81,,,,0.325516,%
Aug-23,,1.19,,,231922.05,,,,0.021384,%,,,3762366.86,,,,0.346899,%
Sep-23,,1.06,,,347681.25,,,,0.032057,%,,,4110048.11,,,,0.378957,%
Oct-23,,1.05,,,47882.95,,,,0.004415,%,,,4157931.06,,,,0.383371,%
Nov-23,,1.02,,,412689.84,,,,0.038051,%,,,4570620.90,,,,0.421422,%
Dec-23,,0.98,,,141011.05,,,,0.013002,%,,,4711631.95,,,,0.434424,%
Jan-24,,1.06,,,279309.10,,,,0.025753,%,,,4990941.05,,,,0.460177,%
