0,1,2,3,4
,,,,
AART 2019-3,AART 2019-3,AART 2019-3,AART 2019-3,
Vehicle Model,,Percentage of Aggregate Amount Financed,Percentage of Aggregate Amount Financed,
Silverado,,,6.44,%
Ram Pickup,,,5.00,%
Sierra,,,3.60,%
Wrangler,,,3.21,%
Grand Cherokee,,,3.10,%
Colorado,,,2.46,%
Equinox,,,2.41,%
Traverse,,,2.39,%
F-150,,,1.95,%
Cruze,,,1.85,%
