0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
11/15/25,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
12/15/25,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
01/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
02/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,88.02,%
03/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,96.24,%,,,72.51,%
04/15/26,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,93.67,%,,,82.02,%,,,57.90,%
05/15/26,,,100.00,%,,,100.00,%,,,99.52,%,,,90.98,%,,,80.98,%,,,68.26,%,,,43.75,%
06/15/26,,,100.00,%,,,100.00,%,,,88.71,%,,,79.42,%,,,68.60,%,,,54.96,%,,,30.07,%
07/15/26,,,100.00,%,,,95.04,%,,,78.04,%,,,68.08,%,,,56.53,%,,,42.13,%,,,17.14,%
08/15/26,,,100.00,%,,,85.65,%,,,67.52,%,,,56.96,%,,,44.78,%,,,29.77,%,,,4.92,%
09/15/26,,,96.51,%,,,76.29,%,,,57.15,%,,,46.05,%,,,33.36,%,,,17.89,%,,,0.00,%
10/15/26,,,88.26,%,,,66.97,%,,,46.92,%,,,35.38,%,,,22.26,%,,,6.55,%,,,0.00,%
11/15/26,,,79.94,%,,,57.69,%,,,36.85,%,,,24.92,%,,,11.49,%,,,0.00,%,,,0.00,%
12/15/26,,,71.56,%,,,48.44,%,,,26.93,%,,,14.70,%,,,1.05,%,,,0.00,%,,,0.00,%
01/15/27,,,63.12,%,,,39.24,%,,,17.16,%,,,4.71,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/27,,,54.65,%,,,30.11,%,,,7.57,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/27,,,48.08,%,,,22.75,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
04/15/27,,,41.47,%,,,15.42,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/27,,,34.80,%,,,8.12,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/27,,,28.07,%,,,0.84,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/27,,,21.30,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/27,,,14.47,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/27,,,7.59,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/27,,,0.66,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/27,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life (Years) to Call,,,1.46,,,,1.20,,,,1.02,,,,0.93,,,,0.84,,,,0.75,,,,0.59,
Weighted Average Life (Years) to Maturity,,,1.46,,,,1.20,,,,1.02,,,,0.93,,,,0.84,,,,0.75,,,,0.59,
