0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,79.48%,,74.77%,,71.57%,,69.22%,,66.66%,,62.06%
"October 21, 2025",,69.31%,,62.41%,,57.71%,,54.28%,,50.55%,,43.88%
"November 21, 2025",,59.19%,,50.21%,,44.10%,,39.65%,,34.80%,,26.23%
"December 21, 2025",,49.14%,,38.17%,,30.73%,,25.32%,,19.43%,,9.33%
"January 21, 2026",,39.14%,,26.31%,,17.61%,,11.29%,,4.44%,,0.00%
"February 21, 2026",,29.20%,,14.61%,,4.74%,,0.00%,,0.00%,,0.00%
"March 21, 2026",,19.33%,,3.09%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2026",,9.51%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"May 21, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.40,,0.33,,0.30,,0.27,,0.25,,0.23
Weighted Average Life To Call (years)(1)(3),,0.40,,0.33,,0.30,,0.27,,0.25,,0.23
