0,1,2,3,4
Closing Date,"$97,854,982.71",,September 2027,"$9,868,907.77"
April 2024,94288232.73,,October 2027,9064561.71
May 2024,90795806.58,,November 2027,8303561.21
June 2024,87378347.73,,December 2027,7585136.88
July 2024,84036113.66,,January 2028,6908314.04
August 2024,80769289.69,,February 2028,6271877.77
September 2024,77578081.01,,March 2028,5674552.63
October 2024,74462433.86,,April 2028,5114668.20
November 2024,71421814.65,,May 2028,4591328.20
December 2024,68455619.69,,June 2028,4104183.59
January 2025,65563691.43,,July 2028,3652672.16
February 2025,62745898.00,,August 2028,3235956.60
March 2025,60002214.00,,September 2028,2853266.75
April 2025,57332558.09,,October 2028,2503643.48
May 2025,54737074.24,,November 2028,2185922.22
June 2025,52215891.16,,December 2028,1898412.77
July 2025,49769080.95,,January 2029,1639094.31
August 2025,47396523.10,,February 2029,1405973.09
September 2025,45097944.34,,March 2029,1196677.02
October 2025,42873133.33,,April 2029,1008584.70
November 2025,40721872.22,,May 2029,839149.56
December 2025,38643869.26,,June 2029,688047.55
January 2026,36638885.09,,July 2029,554824.83
February 2026,34706417.49,,August 2029,439030.42
March 2026,32846130.33,,September 2029,340183.72
April 2026,31057577.98,,October 2029,257545.60
May 2026,29339758.32,,November 2029,190329.29
June 2026,27691068.76,,December 2029,137450.43
July 2026,26109849.03,,January 2030,97953.15
August 2026,24594065.16,,February 2030,70713.19
