0,1,2,3,4,5
Class A-1 Notes,,,$,526000000.0,
Class A-2a Notes,},,$,729000000.0,
Class A-2b Notes,},,$,729000000.0,
Class A-3 Notes,,,$,729000000.0,
Class A-4 Notes,,,$,121264000.0,
Certificates,,,$,53981264.63,
Total,,,$,2159245264.63,
