0,1,2,3,4,5
,1  Property Type Codes,1  Property Type Codes,1  Property Type Codes,1  Property Type Codes,1  Property Type Codes
,,HC  - Health Care,MU  - Mixed Use,WH  - Warehouse,MF  - Multi-Family
,,SS  - Self Storage,LO  - Lodging,RT  - Retail,SF  - Single Family Rental
,,98  - Other,IN  - Industrial,OF  - Office,MH  - Mobile Home Park
,,SE  - Securities,CH  - Cooperative Housing,ZZ  - Missing Information/Undefined,
